subj_id,rt,response,task_type
pilot_3,0.606419389916,1.0,Detect
pilot_3,0.66526077794,1.0,Detect
pilot_3,0.63309611771,1.0,Detect
pilot_3,0.578703335239,1.0,Detect
pilot_3,0.715063440484,1.0,Detect
pilot_3,0.719512586027,1.0,Detect
pilot_3,0.817672442454,1.0,Detect
pilot_3,0.684033460744,1.0,Detect
pilot_3,0.857909453725,1.0,Detect
pilot_3,0.756246471352,1.0,Detect
pilot_3,0.671252216081,1.0,Detect
pilot_3,0.644940006634,1.0,Detect
pilot_3,0.676320227432,1.0,Detect
pilot_3,0.643733576506,1.0,Detect
pilot_3,0.631237987138,1.0,Detect
pilot_3,0.770196565587,1.0,Detect
pilot_3,0.700944647029,1.0,Detect
pilot_3,0.662892904589,1.0,Detect
pilot_3,0.668631201252,1.0,Detect
pilot_3,0.612555803669,1.0,Detect
pilot_3,0.810229421044,1.0,Detect
pilot_3,0.740992118599,1.0,Detect
pilot_3,0.720851221156,1.0,Detect
pilot_3,0.693519067334,1.0,Detect
pilot_3,0.559988005845,1.0,Detect
pilot_3,0.630740784152,1.0,Detect
pilot_3,0.645311358518,1.0,Detect
pilot_3,0.706833727209,1.0,Detect
pilot_3,0.588405613791,1.0,Detect
pilot_3,0.764054181578,1.0,Detect
pilot_3,0.728506969062,1.0,Detect
pilot_3,0.645944782909,1.0,Detect
pilot_3,0.554620977065,1.0,Detect
pilot_3,0.512812522498,1.0,Detect
pilot_3,0.63136658302,1.0,Detect
pilot_3,0.676319543443,1.0,Detect
pilot_3,0.617974911589,1.0,Detect
pilot_3,0.662469821909,1.0,Detect
pilot_3,0.75222274845,1.0,Detect
pilot_3,1.04937489818,1.0,Detect
pilot_3,0.899311177816,1.0,Detect
pilot_3,0.778656479893,1.0,Detect
pilot_3,0.600182585462,1.0,Detect
pilot_3,0.503834663547,1.0,Detect
pilot_3,0.530270714129,1.0,Detect
pilot_3,0.61351053512,1.0,Detect
pilot_3,0.60887055672,1.0,Detect
pilot_3,0.786602809367,1.0,Detect
pilot_3,0.99941756418,1.0,Detect
pilot_3,0.640178457883,1.0,Detect
pilot_3,0.73567379702,1.0,Detect
pilot_3,0.60220636413,1.0,Detect
pilot_3,0.720971186003,1.0,Detect
pilot_3,0.549340470039,1.0,Detect
pilot_3,0.633096261356,1.0,Detect
pilot_3,0.663916637726,1.0,Detect
pilot_3,0.744577980362,1.0,Detect
pilot_3,0.68863653375,1.0,Detect
pilot_3,0.622106833534,1.0,Detect
pilot_3,0.486957667521,1.0,Detect
pilot_3,0.596398988133,1.0,Detect
pilot_3,0.775905234384,1.0,Detect
pilot_3,0.646491869074,1.0,Detect
pilot_3,0.673015455041,1.0,Detect
pilot_3,0.628528596941,1.0,Detect
pilot_3,0.678020302606,1.0,Detect
pilot_3,0.695077748836,1.0,Detect
pilot_3,0.681882067001,1.0,Detect
pilot_3,0.648195027847,1.0,Detect
pilot_3,0.769950920456,1.0,Detect
pilot_3,0.683801930556,1.0,Detect
pilot_3,0.840074642654,1.0,Detect
pilot_3,0.630510376299,1.0,Detect
pilot_3,0.543249301187,1.0,Detect
pilot_3,0.542422706803,1.0,Detect
pilot_3,0.463629925742,1.0,Detect
pilot_3,0.675866890075,1.0,Detect
pilot_3,0.442063736951,1.0,Detect
pilot_3,0.568688255371,1.0,Detect
pilot_3,0.669583922383,1.0,Detect
pilot_3,0.766905925431,1.0,Detect
pilot_3,0.543441100028,1.0,Detect
pilot_3,0.514826017688,1.0,Detect
pilot_3,0.698261272402,1.0,Detect
pilot_3,0.755566787369,1.0,Detect
pilot_3,1.02880818492,1.0,Detect
pilot_3,0.693666638079,1.0,Detect
pilot_3,0.687416471847,1.0,Detect
pilot_3,0.841907099295,1.0,Detect
pilot_3,0.658474835709,1.0,Detect
pilot_3,0.52729685711,1.0,Detect
pilot_3,0.544731054782,1.0,Detect
pilot_3,0.568633278275,1.0,Detect
pilot_3,0.535994637852,1.0,Detect
pilot_3,0.675558930323,1.0,Detect
pilot_3,0.601526515682,1.0,Detect
pilot_3,0.53419103156,1.0,Detect
pilot_3,0.581975564519,1.0,Detect
pilot_3,0.744500644812,1.0,Detect
pilot_3,0.539386876804,1.0,Detect
pilot_3,0.538162876141,1.0,Detect
pilot_3,0.638700199055,1.0,Detect
pilot_3,0.646905991078,1.0,Detect
pilot_3,0.483861211344,1.0,Detect
pilot_3,0.564612162507,1.0,Detect
pilot_3,0.582005675202,1.0,Detect
pilot_3,0.476618559813,1.0,Detect
pilot_3,0.674262456501,1.0,Detect
pilot_3,0.558981816417,1.0,Detect
pilot_3,0.565488108901,1.0,Detect
pilot_3,0.423999471304,1.0,Detect
pilot_3,0.560048391673,1.0,Detect
pilot_3,0.530266112206,1.0,Detect
pilot_3,0.57860635919,1.0,Detect
pilot_3,0.920866857958,1.0,Detect
pilot_3,0.586701011865,1.0,Detect
pilot_3,0.612950267172,1.0,Detect
pilot_3,0.486873197737,1.0,Detect
pilot_3,0.585444629383,1.0,Detect
pilot_3,0.535265745859,1.0,Detect
pilot_3,0.517002115848,1.0,Detect
pilot_3,0.767096941463,1.0,Detect
pilot_3,0.646541233085,1.0,Detect
pilot_3,0.406919054627,1.0,Detect
pilot_3,0.663327183789,1.0,Detect
pilot_3,0.706006802828,1.0,Detect
pilot_3,0.561532122059,1.0,Detect
pilot_3,0.655128795643,1.0,Detect
pilot_3,0.578395417488,1.0,Detect
pilot_3,0.517712794966,1.0,Detect
pilot_3,0.52042541911,1.0,Detect
pilot_3,0.534485062717,1.0,Detect
pilot_3,0.616651762208,1.0,Detect
pilot_3,0.655197368515,1.0,Detect
pilot_3,0.778589656169,1.0,Detect
pilot_3,0.584298021446,1.0,Detect
pilot_3,0.634535142834,1.0,Detect
pilot_3,0.715828607881,1.0,Detect
pilot_3,0.693689176531,1.0,Detect
pilot_3,0.68214800062,1.0,Detect
pilot_3,0.518923823842,1.0,Detect
pilot_3,0.684006929181,1.0,Detect
pilot_3,0.559654735334,1.0,Detect
pilot_3,0.644346718054,1.0,Detect
pilot_3,0.555301374683,1.0,Detect
pilot_3,0.614565497744,1.0,Detect
pilot_3,0.507237852318,1.0,Detect
pilot_3,0.62808397391,1.0,Detect
pilot_3,0.644661026054,1.0,Detect
pilot_3,0.615942703062,1.0,Detect
pilot_3,0.608449204483,1.0,Detect
pilot_3,0.531719867438,1.0,Detect
pilot_3,0.499378150123,1.0,Detect
pilot_3,0.41899938801,1.0,Detect
pilot_3,0.584485476005,1.0,Detect
pilot_3,0.57857639533,1.0,Detect
pilot_3,0.679236605398,1.0,Detect
pilot_3,0.490989157121,1.0,Detect
pilot_3,0.671612024154,1.0,Detect
pilot_3,0.676324007722,1.0,Detect
pilot_3,0.608303703704,1.0,Detect
pilot_3,0.647299563419,1.0,Detect
pilot_3,0.563972425865,1.0,Detect
pilot_3,0.627902567252,1.0,Detect
pilot_3,0.728434463079,1.0,Detect
pilot_3,0.6680925153,1.0,Detect
pilot_3,0.585486973509,1.0,Detect
pilot_3,0.49796663702,1.0,Detect
pilot_3,0.598576157099,1.0,Detect
pilot_3,0.651222196811,1.0,Detect
pilot_3,0.680839788169,1.0,Detect
pilot_3,0.503563708009,1.0,Detect
pilot_3,0.507886849628,1.0,Detect
pilot_3,0.609818249934,1.0,Detect
pilot_3,0.571619909084,1.0,Detect
pilot_3,0.784551139981,1.0,Detect
pilot_3,0.578704163579,1.0,Detect
pilot_3,0.431349980236,1.0,Detect
pilot_3,0.521629815274,1.0,Detect
pilot_3,0.469366014442,1.0,Detect
pilot_3,0.60878768291,1.0,Detect
pilot_3,0.484424368422,1.0,Detect
pilot_3,0.530943581871,1.0,Detect
pilot_3,0.51596529657,1.0,Detect
pilot_3,0.63027047025,1.0,Detect
pilot_3,0.707867809824,1.0,Detect
pilot_3,0.769538052431,1.0,Detect
pilot_3,0.513355144738,1.0,Detect
pilot_3,0.603509947836,1.0,Detect
pilot_3,0.63899595536,1.0,Detect
pilot_3,0.627281319483,1.0,Detect
pilot_3,0.630210966054,1.0,Detect
pilot_3,0.530590808858,1.0,Detect
pilot_3,0.506306304838,1.0,Detect
pilot_3,0.713528374592,1.0,Detect
pilot_3,0.520549017076,1.0,Detect
pilot_3,0.571224515597,1.0,Detect
pilot_3,0.434262935434,1.0,Detect
pilot_3,0.597401958439,1.0,Detect
pilot_3,0.511697513217,1.0,Detect
pilot_3,0.548866489846,1.0,Detect
pilot_3,0.595475690165,1.0,Detect
pilot_3,0.662635305182,1.0,Detect
pilot_3,0.503159662663,1.0,Detect
pilot_3,0.579063401661,1.0,Detect
pilot_3,0.447783667563,1.0,Detect
pilot_3,0.633397327574,1.0,Detect
pilot_3,0.442453463354,1.0,Detect
pilot_3,0.586698005916,1.0,Detect
pilot_3,0.503936775865,1.0,Detect
pilot_3,0.507431661479,1.0,Detect
pilot_3,0.564578803056,1.0,Detect
pilot_3,0.626222024932,1.0,Detect
pilot_3,0.623326745441,1.0,Detect
pilot_3,0.503578848937,1.0,Detect
pilot_3,0.582690032752,1.0,Detect
pilot_3,0.554138534188,1.0,Detect
pilot_3,0.664255881315,1.0,Detect
pilot_3,0.471909396198,1.0,Detect
pilot_3,0.580863894007,1.0,Detect
pilot_3,0.587913630716,1.0,Detect
pilot_3,0.56714046404,1.0,Detect
pilot_3,0.553362179799,1.0,Detect
pilot_3,0.83892668756,0.0,Detect
pilot_3,0.563603585117,1.0,Detect
pilot_3,0.57781584821,1.0,Detect
pilot_3,0.683448458025,1.0,Detect
pilot_3,0.770687759143,1.0,Detect
pilot_3,0.704743688457,1.0,Detect
pilot_3,0.564186268344,1.0,Detect
pilot_3,0.708142248481,1.0,Detect
pilot_3,0.723571966344,1.0,Detect
pilot_3,0.728505700259,1.0,Detect
pilot_3,0.631650630343,1.0,Detect
pilot_3,0.696914960225,1.0,Detect
pilot_3,0.705853994168,1.0,Detect
pilot_3,0.785007765637,1.0,Detect
pilot_3,0.644616578786,1.0,Detect
pilot_3,0.469116748547,1.0,Detect
pilot_3,0.900899525654,1.0,Detect
pilot_3,0.663144756438,1.0,Detect
pilot_3,0.638792276715,1.0,Detect
pilot_3,0.705223773373,1.0,Detect
pilot_3,0.559008230804,1.0,Detect
pilot_3,0.647203892171,1.0,Detect
pilot_3,0.610273618433,1.0,Detect
pilot_3,0.584506640831,1.0,Detect
pilot_3,0.675259571253,1.0,Detect
pilot_3,0.708387800438,1.0,Detect
pilot_3,0.711492077306,1.0,Detect
pilot_3,0.584930027035,1.0,Detect
pilot_3,0.539202595839,1.0,Detect
pilot_3,0.575113051549,1.0,Detect
pilot_3,0.610619680736,1.0,Detect
pilot_3,0.532387746083,1.0,Detect
pilot_3,0.514202021966,1.0,Detect
pilot_3,0.634859869484,1.0,Detect
pilot_3,0.52241419753,1.0,Detect
pilot_3,0.66172765778,1.0,Detect
pilot_3,0.632236448695,1.0,Detect
pilot_3,0.549678234476,1.0,Detect
pilot_3,0.486973186087,1.0,Detect
pilot_3,0.505862104977,1.0,Detect
pilot_3,0.592989561936,1.0,Detect
pilot_3,0.659723147972,1.0,Detect
pilot_3,0.585948177088,1.0,Detect
pilot_3,0.494224553007,1.0,Detect
pilot_3,0.563957366114,1.0,Detect
pilot_3,0.534156469304,1.0,Detect
pilot_3,0.403620006142,1.0,Detect
pilot_3,0.419587864315,1.0,Detect
pilot_3,0.560355199443,1.0,Detect
pilot_3,0.704126133805,1.0,Detect
pilot_3,0.59952573746,1.0,Detect
pilot_3,0.441242437653,1.0,Detect
pilot_3,0.575521116829,1.0,Detect
pilot_3,0.69680812916,1.0,Detect
pilot_3,0.521322098342,1.0,Detect
pilot_3,0.465896628411,1.0,Detect
pilot_3,0.705625427934,1.0,Detect
pilot_3,0.456229131636,1.0,Detect
pilot_3,0.544393245524,1.0,Detect
pilot_3,0.724142020132,1.0,Detect
pilot_3,0.530317831355,1.0,Detect
pilot_3,0.46873260452,1.0,Detect
pilot_3,0.465816532902,1.0,Detect
pilot_3,0.560419674381,1.0,Detect
pilot_3,0.551308890444,1.0,Detect
pilot_3,0.442789329001,1.0,Detect
pilot_3,0.469385414948,0.0,Detect
pilot_3,0.687159775251,1.0,Detect
pilot_3,0.562766440082,1.0,Detect
pilot_3,0.619975725811,1.0,Detect
pilot_3,0.503975274056,1.0,Detect
pilot_3,0.572285030954,1.0,Detect
pilot_3,0.617423442673,1.0,Detect
pilot_3,0.529594135274,1.0,Detect
pilot_3,0.634610225596,1.0,Detect
pilot_3,0.603056049313,1.0,Detect
pilot_3,0.643303476412,1.0,Detect
pilot_3,0.574410016307,1.0,Detect
pilot_3,0.563671180003,1.0,Detect
pilot_3,0.577154361927,1.0,Detect
pilot_3,0.426627725192,1.0,Detect
pilot_3,0.493092497654,1.0,Detect
pilot_3,0.51999329458,1.0,Detect
pilot_3,0.598428475532,1.0,Detect
pilot_3,0.59751133946,1.0,Detect
pilot_3,0.643819527915,1.0,Detect
pilot_3,0.575628239065,1.0,Detect
pilot_3,0.527292429186,1.0,Detect
pilot_3,0.641568640985,1.0,Detect
pilot_3,0.644462735319,1.0,Detect
pilot_3,0.515308382568,1.0,Detect
pilot_3,0.620586512578,1.0,Detect
pilot_3,0.471918636045,1.0,Detect
pilot_3,0.467816092794,1.0,Detect
pilot_3,0.436992212482,1.0,Detect
pilot_3,0.466861205699,1.0,Detect
pilot_3,0.52085957196,1.0,Detect
pilot_3,0.571243607283,1.0,Detect
pilot_3,0.728129059284,1.0,Detect
pilot_3,0.490074100191,1.0,Detect
pilot_3,0.552693709986,1.0,Detect
pilot_3,0.577261978979,1.0,Detect
pilot_3,0.558743583988,1.0,Detect
pilot_3,0.593209227496,1.0,Detect
pilot_3,0.490190084281,1.0,Detect
pilot_3,0.48371803288,1.0,Detect
pilot_3,0.480365354102,1.0,Detect
pilot_3,0.507011476398,1.0,Detect
pilot_3,0.571798054974,1.0,Detect
pilot_3,0.499814831757,1.0,Detect
pilot_3,0.510751325623,1.0,Detect
pilot_3,0.651855003565,1.0,Detect
pilot_3,0.534326851321,1.0,Detect
pilot_3,0.61679696299,1.0,Detect
pilot_3,0.503808131984,1.0,Detect
pilot_3,0.485291647787,1.0,Detect
pilot_3,0.436245047611,1.0,Detect
pilot_3,0.392190572391,1.0,Detect
pilot_3,0.400779535747,1.0,Detect
pilot_3,0.567423461376,1.0,Detect
pilot_3,0.583146646408,1.0,Detect
pilot_3,0.560279291869,1.0,Detect
pilot_3,0.500676516742,1.0,Detect
pilot_3,0.585459539136,1.0,Detect
pilot_3,0.607531795595,1.0,Detect
pilot_3,0.655120899773,1.0,Detect
pilot_3,0.723745330313,1.0,Detect
pilot_3,0.729625737811,1.0,Detect
pilot_3,0.503087621848,1.0,Detect
pilot_3,0.523989066412,1.0,Detect
pilot_3,0.536865910326,1.0,Detect
pilot_3,0.548030646791,1.0,Detect
pilot_3,0.562374379366,1.0,Detect
pilot_3,0.64348067432,1.0,Detect
pilot_3,0.538879927153,1.0,Detect
pilot_3,0.539437192328,1.0,Detect
pilot_3,0.533859087027,1.0,Detect
pilot_3,0.523147535456,1.0,Detect
pilot_3,0.409666937368,1.0,Detect
pilot_3,0.399503269946,1.0,Detect
pilot_3,0.455526750382,1.0,Detect
pilot_3,0.593998361674,1.0,Detect
pilot_3,0.51842454842,1.0,Detect
pilot_3,0.520701552563,1.0,Detect
pilot_3,0.550160506533,1.0,Detect
pilot_3,0.749484324726,1.0,Detect
pilot_3,0.850114109297,1.0,Detect
pilot_3,0.54908257311,1.0,Detect
pilot_3,0.473750364228,1.0,Detect
pilot_3,0.496657974574,1.0,Detect
pilot_3,0.621808890442,1.0,Detect
pilot_3,0.534542427769,1.0,Detect
pilot_3,0.597599916,1.0,Detect
pilot_3,0.676659834193,1.0,Detect
pilot_3,0.6662041364,1.0,Detect
pilot_3,0.576483468158,1.0,Detect
pilot_3,0.512014230004,1.0,Detect
pilot_3,0.538511464401,1.0,Detect
pilot_3,0.467998438966,1.0,Detect
pilot_3,0.473726178625,1.0,Detect
pilot_3,0.457217366184,1.0,Detect
pilot_3,0.47319689699,1.0,Detect
pilot_3,0.447811156286,1.0,Detect
pilot_3,0.56710599743,1.0,Detect
pilot_3,0.536820677073,1.0,Detect
pilot_3,0.446721025062,1.0,Detect
pilot_3,0.478970884244,1.0,Detect
pilot_3,0.504295005961,1.0,Detect
pilot_3,0.409112285681,1.0,Detect
pilot_3,0.561413177194,1.0,Detect
pilot_3,0.528480160443,1.0,Detect
pilot_3,0.710241197085,1.0,Detect
pilot_3,0.715583220746,1.0,Detect
pilot_3,0.644351908322,1.0,Detect
pilot_3,0.539970994359,1.0,Detect
pilot_3,0.51176974285,0.0,Detect
pilot_3,0.567325488992,1.0,Detect
pilot_3,0.594154533104,1.0,Detect
pilot_3,0.48495226973,1.0,Detect
pilot_3,0.55443854407,1.0,Detect
pilot_3,0.551635564239,1.0,Detect
pilot_3,0.679688890301,1.0,Detect
pilot_3,0.579941394026,1.0,Detect
pilot_3,0.552381801946,1.0,Detect
pilot_3,0.532923696432,1.0,Detect
pilot_3,0.564486605752,1.0,Detect
pilot_3,0.503275592757,1.0,Detect
pilot_3,0.585666661726,1.0,Detect
pilot_3,0.448755618731,1.0,Detect
pilot_3,0.560651339743,1.0,Detect
pilot_3,0.636485059538,1.0,Detect
pilot_3,0.568413129902,1.0,Detect
pilot_3,0.442936719748,1.0,Detect
pilot_3,0.675449251779,1.0,Detect
pilot_3,0.501062622381,1.0,Detect
pilot_3,0.504953195126,1.0,Detect
pilot_3,0.547957588817,1.0,Detect
pilot_3,0.50111571233,1.0,Detect
pilot_3,0.511938352072,1.0,Detect
pilot_3,0.525862736729,1.0,Detect
pilot_3,0.523662005802,1.0,Detect
pilot_3,0.535124064194,1.0,Detect
pilot_3,0.463237808199,1.0,Detect
pilot_3,0.530506984236,1.0,Detect
pilot_3,0.542938278664,1.0,Detect
pilot_3,0.746942643415,1.0,Detect
pilot_3,0.551417341831,1.0,Detect
pilot_3,0.535459893836,1.0,Detect
pilot_3,0.643161863569,1.0,Detect
pilot_3,0.616627588603,1.0,Detect
pilot_3,0.615153887233,1.0,Detect
pilot_3,0.580697741567,1.0,Detect
pilot_3,0.587682232526,1.0,Detect
pilot_3,0.665599169188,1.0,Detect
pilot_3,0.582917423009,1.0,Detect
pilot_3,0.3700595349,0.0,Detect
pilot_3,0.402253939817,1.0,Detect
pilot_3,0.522924807119,1.0,Detect
pilot_3,0.487422095874,1.0,Detect
pilot_3,0.629805426735,1.0,Detect
pilot_3,0.34028449449,1.0,Detect
pilot_3,0.460812014979,1.0,Detect
pilot_3,0.68161256344,1.0,Detect
pilot_3,0.50775266784,1.0,Detect
pilot_3,0.744025698634,1.0,Discrim
pilot_3,1.06036320437,1.0,Discrim
pilot_3,1.13616792982,1.0,Discrim
pilot_3,0.769641097559,1.0,Discrim
pilot_3,0.678587203271,1.0,Discrim
pilot_3,1.01532141824,1.0,Discrim
pilot_3,1.76015685718,1.0,Discrim
pilot_3,0.951503493001,1.0,Discrim
pilot_3,0.730878615999,1.0,Discrim
pilot_3,0.928230530675,1.0,Discrim
pilot_3,0.905169559326,1.0,Discrim
pilot_3,0.706698315085,1.0,Discrim
pilot_3,0.806539283823,1.0,Discrim
pilot_3,1.49815768128,1.0,Discrim
pilot_3,0.755989000416,1.0,Discrim
pilot_3,0.625269045451,1.0,Discrim
pilot_3,0.730086943862,1.0,Discrim
pilot_3,0.651140337335,1.0,Discrim
pilot_3,0.770460597238,1.0,Discrim
pilot_3,1.44699418715,1.0,Discrim
pilot_3,0.687585033069,1.0,Discrim
pilot_3,1.10412599439,1.0,Discrim
pilot_3,0.66363381156,1.0,Discrim
pilot_3,0.682656855064,1.0,Discrim
pilot_3,0.64913019362,1.0,Discrim
pilot_3,0.91091106276,1.0,Discrim
pilot_3,0.805112897317,1.0,Discrim
pilot_3,0.65698204512,1.0,Discrim
pilot_3,1.48133133642,1.0,Discrim
pilot_3,0.756439077004,1.0,Discrim
pilot_3,0.693416267848,0.0,Discrim
pilot_3,0.851680416323,1.0,Discrim
pilot_3,0.741365915268,1.0,Discrim
pilot_3,0.853660632883,1.0,Discrim
pilot_3,0.699585813411,1.0,Discrim
pilot_3,0.579906243425,1.0,Discrim
pilot_3,0.953225425817,1.0,Discrim
pilot_3,0.927946516176,1.0,Discrim
pilot_3,0.640011858628,1.0,Discrim
pilot_3,0.750142324714,1.0,Discrim
pilot_3,0.647648584023,1.0,Discrim
pilot_3,0.91163228088,0.0,Discrim
pilot_3,0.852866722784,1.0,Discrim
pilot_3,0.982780360206,1.0,Discrim
pilot_3,0.848793695868,1.0,Discrim
pilot_3,0.655691064383,1.0,Discrim
pilot_3,0.952172391984,1.0,Discrim
pilot_3,0.834860911349,1.0,Discrim
pilot_3,0.808812442383,1.0,Discrim
pilot_3,0.719082819458,0.0,Discrim
pilot_3,0.971308314805,1.0,Discrim
pilot_3,0.866735941527,1.0,Discrim
pilot_3,0.94669386422,1.0,Discrim
pilot_3,0.917879987153,1.0,Discrim
pilot_3,0.74049145967,1.0,Discrim
pilot_3,0.581450827987,1.0,Discrim
pilot_3,0.763820743423,1.0,Discrim
pilot_3,0.910020635425,1.0,Discrim
pilot_3,0.649552979481,1.0,Discrim
pilot_3,0.747953068772,1.0,Discrim
pilot_3,0.724398908724,1.0,Discrim
pilot_3,0.804834318729,1.0,Discrim
pilot_3,0.78949419739,1.0,Discrim
pilot_3,0.756765210455,1.0,Discrim
pilot_3,0.718771130592,1.0,Discrim
pilot_3,0.5462538597,1.0,Discrim
pilot_3,0.774177730837,1.0,Discrim
pilot_3,0.805975029118,1.0,Discrim
pilot_3,0.823341359084,1.0,Discrim
pilot_3,0.828576312037,1.0,Discrim
pilot_3,0.723670991889,1.0,Discrim
pilot_3,0.699623357967,1.0,Discrim
pilot_3,0.879462736732,1.0,Discrim
pilot_3,0.712740914738,1.0,Discrim
pilot_3,0.709995980771,1.0,Discrim
pilot_3,0.829880993371,1.0,Discrim
pilot_3,0.766713265783,1.0,Discrim
pilot_3,1.38351898263,1.0,Discrim
pilot_3,0.777937964906,1.0,Discrim
pilot_3,0.793814633405,1.0,Discrim
pilot_3,1.00049806838,1.0,Discrim
pilot_3,0.770821536116,1.0,Discrim
pilot_3,0.758323420792,1.0,Discrim
pilot_3,0.65772496206,1.0,Discrim
pilot_3,0.802781218898,1.0,Discrim
pilot_3,0.71160405664,1.0,Discrim
pilot_3,0.726984296141,0.0,Discrim
pilot_3,0.913069935201,1.0,Discrim
pilot_3,1.14676783806,1.0,Discrim
pilot_3,1.62766787935,1.0,Discrim
pilot_3,0.983311231463,1.0,Discrim
pilot_3,0.958593327403,1.0,Discrim
pilot_3,0.913688249017,1.0,Discrim
pilot_3,0.915024475009,1.0,Discrim
pilot_3,0.713182630287,1.0,Discrim
pilot_3,0.916919123803,1.0,Discrim
pilot_3,0.871494657971,1.0,Discrim
pilot_3,0.880274937354,1.0,Discrim
pilot_3,0.88010290501,1.0,Discrim
pilot_3,0.637885061658,1.0,Discrim
pilot_3,1.13666947039,0.0,Discrim
pilot_3,1.22687213152,1.0,Discrim
pilot_3,0.714949406363,1.0,Discrim
pilot_3,0.86758607917,1.0,Discrim
pilot_3,0.76699062039,1.0,Discrim
pilot_3,0.659283052044,1.0,Discrim
pilot_3,0.78258306122,1.0,Discrim
pilot_3,0.993253574528,1.0,Discrim
pilot_3,0.886690508862,1.0,Discrim
pilot_3,0.627686018819,1.0,Discrim
pilot_3,0.886589167356,1.0,Discrim
pilot_3,0.955643509165,1.0,Discrim
pilot_3,0.602495145375,0.0,Discrim
pilot_3,0.879598247677,1.0,Discrim
pilot_3,0.803318539694,1.0,Discrim
pilot_3,0.912554135697,1.0,Discrim
pilot_3,0.793635473181,1.0,Discrim
pilot_3,0.601179034229,1.0,Discrim
pilot_3,0.787871989283,1.0,Discrim
