,id,hemifield_rel,rt,result,task
56,pilot_3,0,0.675866890075,1,Detect
57,pilot_3,0,0.442063736951,1,Detect
58,pilot_3,0,1.02880818492,1,Detect
59,pilot_3,1,0.693666638079,1,Detect
60,pilot_3,0,0.687416471847,1,Detect
61,pilot_3,1,0.658474835709,1,Detect
62,pilot_3,0,0.544731054782,1,Detect
63,pilot_3,1,0.568633278275,1,Detect
64,pilot_3,0,0.539386876804,1,Detect
65,pilot_3,1,0.638700199055,1,Detect
66,pilot_3,1,0.646905991078,1,Detect
67,pilot_3,1,0.582005675202,1,Detect
68,pilot_3,1,0.565488108901,1,Detect
69,pilot_3,0,0.530266112206,1,Detect
70,pilot_3,1,0.920866857958,1,Detect
71,pilot_3,1,0.612950267172,1,Detect
72,pilot_3,0,0.535265745859,1,Detect
73,pilot_3,0,0.767096941463,1,Detect
74,pilot_3,0,0.517712794966,1,Detect
75,pilot_3,1,0.52042541911,1,Detect
76,pilot_3,0,0.616651762208,1,Detect
77,pilot_3,0,0.778589656169,1,Detect
78,pilot_3,1,0.615942703062,1,Detect
79,pilot_3,0,0.531719867438,1,Detect
80,pilot_3,1,0.41899938801,1,Detect
81,pilot_3,1,0.647299563419,1,Detect
82,pilot_3,1,0.563972425865,1,Detect
83,pilot_3,0,0.728434463079,1,Detect
84,pilot_3,0,0.6680925153,1,Detect
85,pilot_3,0,0.585486973509,1,Detect
86,pilot_3,1,0.49796663702,1,Detect
87,pilot_3,1,0.680839788169,1,Detect
88,pilot_3,1,0.784551139981,1,Detect
89,pilot_3,0,0.578704163579,1,Detect
90,pilot_3,1,0.60878768291,1,Detect
91,pilot_3,1,0.484424368422,1,Detect
92,pilot_3,0,0.530943581871,1,Detect
93,pilot_3,0,0.603509947836,1,Detect
94,pilot_3,0,0.630210966054,1,Detect
95,pilot_3,1,0.530590808858,1,Detect
96,pilot_3,1,0.506306304838,1,Detect
97,pilot_3,1,0.520549017076,1,Detect
98,pilot_3,0,0.434262935434,1,Detect
99,pilot_3,0,0.511697513217,1,Detect
100,pilot_3,1,0.662635305182,1,Detect
101,pilot_3,0,0.503159662663,1,Detect
102,pilot_3,0,0.447783667563,1,Detect
103,pilot_3,1,0.442453463354,1,Detect
104,pilot_3,1,0.580863894007,1,Detect
105,pilot_3,1,0.704743688457,1,Detect
106,pilot_3,0,0.564186268344,1,Detect
107,pilot_3,1,0.723571966344,1,Detect
108,pilot_3,0,0.785007765637,1,Detect
109,pilot_3,1,0.644616578786,1,Detect
110,pilot_3,0,0.559008230804,1,Detect
111,pilot_3,1,0.647203892171,1,Detect
112,pilot_3,0,0.610273618433,1,Detect
113,pilot_3,0,0.708387800438,1,Detect
114,pilot_3,0,0.514202021966,1,Detect
115,pilot_3,0,0.549678234476,1,Detect
116,pilot_3,0,0.486973186087,1,Detect
117,pilot_3,0,0.659723147972,1,Detect
118,pilot_3,1,0.585948177088,1,Detect
119,pilot_3,1,0.494224553007,1,Detect
120,pilot_3,1,0.534156469304,1,Detect
121,pilot_3,1,0.403620006142,1,Detect
122,pilot_3,0,0.419587864315,1,Detect
123,pilot_3,0,0.441242437653,1,Detect
124,pilot_3,0,0.705625427934,1,Detect
125,pilot_3,1,0.456229131636,1,Detect
126,pilot_3,0,0.724142020132,1,Detect
127,pilot_3,0,0.469385414948,0,Detect
128,pilot_3,0,0.619975725811,1,Detect
129,pilot_3,0,0.503975274056,1,Detect
130,pilot_3,0,0.617423442673,1,Detect
131,pilot_3,0,0.634610225596,1,Detect
132,pilot_3,1,0.574410016307,1,Detect
133,pilot_3,0,0.577154361927,1,Detect
134,pilot_3,1,0.51999329458,1,Detect
135,pilot_3,0,0.59751133946,1,Detect
136,pilot_3,1,0.527292429186,1,Detect
137,pilot_3,1,0.641568640985,1,Detect
138,pilot_3,0,0.620586512578,1,Detect
139,pilot_3,0,0.471918636045,1,Detect
140,pilot_3,1,0.467816092794,1,Detect
141,pilot_3,1,0.728129059284,1,Detect
142,pilot_3,0,0.490074100191,1,Detect
143,pilot_3,1,0.577261978979,1,Detect
144,pilot_3,1,0.490190084281,1,Detect
145,pilot_3,1,0.48371803288,1,Detect
146,pilot_3,1,0.507011476398,1,Detect
147,pilot_3,0,0.534326851321,1,Detect
148,pilot_3,1,0.485291647787,1,Detect
149,pilot_3,0,0.392190572391,1,Detect
150,pilot_3,1,0.400779535747,1,Detect
151,pilot_3,1,0.500676516742,1,Detect
152,pilot_3,1,0.655120899773,1,Detect
153,pilot_3,0,0.562374379366,1,Detect
154,pilot_3,0,0.523147535456,1,Detect
155,pilot_3,1,0.399503269946,1,Detect
156,pilot_3,1,0.593998361674,1,Detect
157,pilot_3,1,0.54908257311,1,Detect
158,pilot_3,0,0.621808890442,1,Detect
159,pilot_3,1,0.676659834193,1,Detect
160,pilot_3,0,0.576483468158,1,Detect
161,pilot_3,1,0.512014230004,1,Detect
162,pilot_3,0,0.538511464401,1,Detect
163,pilot_3,0,0.467998438966,1,Detect
164,pilot_3,0,0.457217366184,1,Detect
165,pilot_3,1,0.47319689699,1,Detect
166,pilot_3,0,0.446721025062,1,Detect
167,pilot_3,1,0.710241197085,1,Detect
168,pilot_3,1,0.644351908322,1,Detect
169,pilot_3,1,0.594154533104,1,Detect
170,pilot_3,1,0.48495226973,1,Detect
171,pilot_3,1,0.564486605752,1,Detect
172,pilot_3,0,0.503275592757,1,Detect
173,pilot_3,0,0.448755618731,1,Detect
174,pilot_3,0,0.504953195126,1,Detect
175,pilot_3,1,0.530506984236,1,Detect
176,pilot_3,0,0.616627588603,1,Detect
177,pilot_3,0,0.580697741567,1,Detect
178,pilot_3,0,0.34028449449,1,Detect
179,pilot_3,1,0.50775266784,1,Detect
180,pilot_3,0,0.769641097559,1,Discrim
181,pilot_3,0,1.76015685718,1,Discrim
182,pilot_3,1,0.951503493001,1,Discrim
183,pilot_3,0,0.706698315085,1,Discrim
184,pilot_3,1,1.49815768128,1,Discrim
185,pilot_3,1,0.755989000416,1,Discrim
186,pilot_3,0,0.730086943862,1,Discrim
187,pilot_3,1,0.651140337335,1,Discrim
188,pilot_3,0,0.770460597238,1,Discrim
189,pilot_3,1,1.44699418715,1,Discrim
190,pilot_3,0,0.687585033069,1,Discrim
191,pilot_3,1,1.10412599439,1,Discrim
192,pilot_3,1,0.64913019362,1,Discrim
193,pilot_3,1,0.91091106276,1,Discrim
194,pilot_3,1,1.48133133642,1,Discrim
195,pilot_3,1,0.756439077004,1,Discrim
196,pilot_3,1,0.851680416323,1,Discrim
197,pilot_3,1,0.741365915268,1,Discrim
198,pilot_3,1,0.699585813411,1,Discrim
199,pilot_3,0,0.579906243425,1,Discrim
200,pilot_3,0,0.927946516176,1,Discrim
201,pilot_3,1,0.640011858628,1,Discrim
202,pilot_3,0,0.91163228088,0,Discrim
203,pilot_3,1,0.982780360206,1,Discrim
204,pilot_3,1,0.808812442383,1,Discrim
205,pilot_3,1,0.719082819458,0,Discrim
206,pilot_3,1,0.866735941527,1,Discrim
207,pilot_3,0,0.74049145967,1,Discrim
208,pilot_3,0,0.581450827987,1,Discrim
209,pilot_3,1,0.910020635425,1,Discrim
210,pilot_3,1,0.649552979481,1,Discrim
211,pilot_3,0,0.804834318729,1,Discrim
212,pilot_3,0,0.718771130592,1,Discrim
213,pilot_3,0,0.805975029118,1,Discrim
214,pilot_3,0,0.699623357967,1,Discrim
215,pilot_3,0,0.829880993371,1,Discrim
216,pilot_3,1,1.38351898263,1,Discrim
217,pilot_3,0,0.777937964906,1,Discrim
218,pilot_3,1,0.65772496206,1,Discrim
219,pilot_3,1,1.62766787935,1,Discrim
220,pilot_3,1,0.983311231463,1,Discrim
221,pilot_3,0,0.958593327403,1,Discrim
222,pilot_3,1,0.915024475009,1,Discrim
223,pilot_3,1,0.916919123803,1,Discrim
224,pilot_3,0,0.871494657971,1,Discrim
225,pilot_3,0,0.880274937354,1,Discrim
226,pilot_3,0,0.88010290501,1,Discrim
227,pilot_3,0,0.637885061658,1,Discrim
228,pilot_3,0,1.22687213152,1,Discrim
229,pilot_3,0,0.714949406363,1,Discrim
230,pilot_3,0,0.659283052044,1,Discrim
231,pilot_3,1,0.993253574528,1,Discrim
232,pilot_3,0,0.886690508862,1,Discrim
233,pilot_3,1,0.627686018819,1,Discrim
234,pilot_3,0,0.955643509165,1,Discrim
235,pilot_3,0,0.912554135697,1,Discrim
236,pilot_3,0,0.793635473181,1,Discrim
237,pilot_3,0,0.601179034229,1,Discrim
238,pilot_3,1,0.787871989283,1,Discrim
239,pilot_3,1,0.659161671219,1,Discrim
240,pilot_3,1,0.774034126025,1,Discrim
241,pilot_3,0,0.661579061405,1,Discrim
242,pilot_3,1,0.914318433814,1,Discrim
243,pilot_3,0,0.799114004121,1,Discrim
244,pilot_3,0,0.615606924592,1,Discrim
245,pilot_3,1,0.674692313421,0,Discrim
246,pilot_3,0,0.503188324192,1,Discrim
247,pilot_3,0,0.743143061998,1,Discrim
248,pilot_3,1,0.758283071807,1,Discrim
249,pilot_3,0,0.651487545618,1,Discrim
250,pilot_3,0,0.543202478311,1,Discrim
251,pilot_3,1,0.507916585138,1,Discrim
252,pilot_3,1,0.777294163508,1,Discrim
253,pilot_3,1,0.623101511976,0,Discrim
254,pilot_3,0,0.721305659672,1,Discrim
255,pilot_3,0,0.671829178578,1,Discrim
256,pilot_3,0,0.627352489959,1,Discrim
257,pilot_3,1,0.677267252187,1,Discrim
258,pilot_3,1,0.59763587341,1,Discrim
259,pilot_3,0,0.712512648497,1,Discrim
260,pilot_3,1,0.84971441388,1,Discrim
261,pilot_3,1,0.569675674282,1,Discrim
262,pilot_3,0,0.623527142141,1,Discrim
263,pilot_3,0,1.04066834276,1,Discrim
264,pilot_3,0,0.513879659276,1,Discrim
265,pilot_3,0,0.473010795235,1,Discrim
266,pilot_3,1,0.848383698622,1,Discrim
267,pilot_3,0,0.741021382943,1,Discrim
268,pilot_3,1,0.65941369107,1,Discrim
269,pilot_3,0,0.767636449753,1,Discrim
270,pilot_3,0,0.768286131053,1,Discrim
271,pilot_3,1,0.55925807269,1,Discrim
272,pilot_3,0,0.623886602219,0,Discrim
273,pilot_3,1,0.744716646901,1,Discrim
274,pilot_3,1,0.804990364513,1,Discrim
275,pilot_3,0,1.04379488491,1,Discrim
276,pilot_3,0,0.556164010828,1,Discrim
277,pilot_3,1,1.01868153372,1,Discrim
278,pilot_3,0,0.698959069732,1,Discrim
279,pilot_3,1,0.760619654971,1,Discrim
280,pilot_3,1,0.595722196105,1,Discrim
281,pilot_3,0,0.9839099496,1,Discrim
282,pilot_3,0,1.048475147,1,Discrim
283,pilot_3,0,0.69088922947,1,Discrim
284,pilot_3,1,0.815781627596,1,Discrim
285,pilot_3,0,0.694758674093,1,Discrim
286,pilot_3,1,0.645190874504,1,Discrim
287,pilot_3,1,0.691093202464,1,Discrim
288,pilot_3,1,0.719931220308,1,Discrim
289,pilot_3,0,0.847169969789,1,Discrim
290,pilot_3,0,0.687005178621,1,Discrim
291,pilot_3,1,0.614683185808,1,Discrim
292,pilot_3,1,1.26807180329,1,Discrim
293,pilot_3,1,0.671134834016,1,Discrim
294,pilot_3,0,0.656186404223,1,Discrim
295,pilot_3,0,0.771808444684,1,Discrim
296,pilot_3,1,1.06289712746,0,Discrim
297,pilot_3,1,0.675761156992,1,Discrim
298,pilot_3,1,0.661291558139,1,Discrim
299,pilot_3,1,0.930616940193,1,Discrim
300,pilot_3,1,0.613417488654,1,Discrim
301,pilot_3,1,0.744968660751,1,Discrim
302,pilot_3,1,0.517616361729,1,Discrim
303,pilot_3,1,1.25962783036,1,Discrim
304,pilot_3,0,0.614558207864,1,Discrim
305,pilot_3,0,0.612554333693,1,Discrim
306,pilot_3,0,0.53738593094,1,Discrim
307,pilot_3,0,0.592902572545,1,Discrim
308,pilot_3,0,0.867260371713,1,Discrim
309,pilot_3,0,0.516380414912,1,Discrim
310,pilot_3,1,1.01795437852,1,Discrim
311,pilot_3,1,0.849582652871,1,Discrim
312,pilot_3,1,0.682321424589,1,Discrim
313,pilot_3,1,0.71284965377,1,Discrim
314,pilot_3,0,0.72418230629,1,Discrim
315,pilot_3,0,0.642581085136,1,Discrim
316,pilot_3,1,0.496859394436,1,Discrim
317,pilot_3,1,0.48300697259,1,Discrim
318,pilot_3,1,0.738101291037,1,Discrim
319,pilot_3,0,0.864094844674,1,Discrim
320,pilot_3,0,0.764367997588,1,Discrim
321,pilot_3,0,1.08438963147,1,Discrim
322,pilot_3,1,0.631369598148,1,Discrim
323,pilot_3,1,0.600867417357,1,Discrim
324,pilot_3,0,0.889285124125,1,Discrim
325,pilot_3,0,0.613276877793,1,Discrim
326,pilot_3,0,0.855829665979,1,Discrim
327,pilot_3,0,0.592073029384,1,Discrim
328,pilot_3,1,0.680649837297,1,Discrim
329,pilot_3,0,0.502009940425,1,Discrim
330,pilot_3,1,0.690147092871,1,Discrim
331,pilot_3,1,0.969892347301,1,Discrim
332,pilot_3,1,0.661144269387,1,Discrim
333,pilot_3,0,0.884678294831,1,Discrim
334,pilot_3,0,0.569700669872,1,Discrim
335,pilot_3,0,0.918807277878,1,Discrim
336,pilot_3,1,0.77889268718,1,Discrim
337,pilot_3,0,0.628903260418,1,Discrim
338,pilot_3,1,0.71104372869,1,Discrim
339,pilot_3,1,0.697543621045,1,Discrim
340,pilot_3,0,0.736476850972,1,Discrim
341,pilot_3,1,0.475910076304,1,Discrim
342,pilot_3,1,0.528088184077,1,Discrim
343,pilot_3,1,0.849530546908,1,Discrim
344,pilot_3,1,0.579781538658,1,Discrim
345,pilot_3,1,0.846588672186,1,Discrim
346,pilot_3,1,0.634505389324,1,Discrim
347,pilot_3,1,0.560615166338,0,Discrim
348,pilot_3,0,0.688757902928,0,Discrim
349,pilot_3,0,0.730464577995,1,Discrim
350,pilot_3,1,0.848590830032,1,Discrim
351,pilot_3,0,0.570944227387,1,Discrim
352,pilot_3,0,0.815857835165,1,Discrim
353,pilot_3,0,0.492077167197,1,Discrim
354,pilot_3,0,0.709971141183,1,Discrim
355,pilot_3,0,0.57613856066,1,Discrim
356,pilot_3,0,0.584666841016,1,Discrim
357,pilot_3,1,0.795062310033,1,Discrim
358,pilot_3,0,0.747144306093,1,Discrim
359,pilot_3,1,0.537890477452,1,Discrim
360,pilot_6,1,0.615232112757,1,Detect
361,pilot_6,1,0.833465139622,1,Detect
362,pilot_6,0,0.761480184304,1,Detect
363,pilot_6,1,0.536959285442,1,Detect
364,pilot_6,0,0.597523021078,1,Detect
365,pilot_6,0,0.594212117416,1,Detect
366,pilot_6,1,0.715832568752,1,Detect
367,pilot_6,1,0.472331406528,1,Detect
368,pilot_6,1,0.514828541379,1,Detect
369,pilot_6,1,0.661249084479,1,Detect
370,pilot_6,1,0.640330032541,1,Detect
371,pilot_6,0,1.10903650119,1,Detect
372,pilot_6,0,0.829781291117,1,Detect
373,pilot_6,0,0.689961679066,1,Detect
374,pilot_6,0,0.719632452989,1,Detect
375,pilot_6,0,0.626584587557,1,Detect
376,pilot_6,1,0.583906737231,1,Detect
377,pilot_6,0,0.627895461219,1,Detect
378,pilot_6,0,0.593057323108,1,Detect
379,pilot_6,0,0.479812055299,1,Detect
380,pilot_6,1,0.436390931967,1,Detect
381,pilot_6,0,0.515576869511,1,Detect
382,pilot_6,1,0.737331056414,1,Detect
383,pilot_6,1,0.502397411554,1,Detect
384,pilot_6,0,0.469705708064,1,Detect
385,pilot_6,1,0.576837666939,1,Detect
386,pilot_6,1,0.50407199297,1,Detect
387,pilot_6,1,0.482312456589,1,Detect
388,pilot_6,0,0.614783832623,1,Detect
389,pilot_6,1,0.544033419686,1,Detect
390,pilot_6,0,0.481796878265,1,Detect
391,pilot_6,0,0.401502123979,1,Detect
392,pilot_6,1,0.633283872505,0,Detect
393,pilot_6,1,0.88368901975,1,Detect
394,pilot_6,0,0.543599818943,1,Detect
395,pilot_6,0,0.495180553477,1,Detect
396,pilot_6,1,0.441333178276,1,Detect
397,pilot_6,0,0.614583821682,1,Detect
398,pilot_6,0,0.544649679885,1,Detect
399,pilot_6,1,0.473835394372,1,Detect
400,pilot_6,1,0.447599405299,1,Detect
401,pilot_6,0,0.722677832327,1,Detect
402,pilot_6,0,0.502459768967,1,Detect
403,pilot_6,1,0.503804902307,1,Detect
404,pilot_6,0,0.458766302199,1,Detect
405,pilot_6,0,0.43496977299,1,Detect
406,pilot_6,0,0.546983498743,1,Detect
407,pilot_6,0,0.46825715405,1,Detect
408,pilot_6,0,0.610641660784,1,Detect
409,pilot_6,0,0.534392425248,1,Detect
410,pilot_6,1,0.440458794506,1,Detect
411,pilot_6,1,1.11163029442,1,Detect
412,pilot_6,1,0.488143339709,1,Detect
413,pilot_6,1,0.569461942358,1,Detect
414,pilot_6,1,0.459618297004,1,Detect
415,pilot_6,1,0.470101899511,0,Detect
416,pilot_6,1,0.544945419925,1,Detect
417,pilot_6,0,0.49032321237,1,Detect
418,pilot_6,0,0.463703886552,1,Detect
419,pilot_6,1,0.417499533416,1,Detect
420,pilot_6,1,0.490658627213,1,Detect
421,pilot_6,1,0.424626692689,1,Detect
422,pilot_6,0,0.555143397944,1,Detect
423,pilot_6,0,0.423989432688,1,Detect
424,pilot_6,1,0.343208688977,1,Detect
425,pilot_6,0,0.421139816332,1,Detect
426,pilot_6,0,0.657140695147,1,Detect
427,pilot_6,1,0.602591293376,1,Detect
428,pilot_6,1,0.567140696206,1,Detect
429,pilot_6,0,0.488188687283,1,Detect
430,pilot_6,1,0.515627683034,1,Detect
431,pilot_6,0,0.467991347375,1,Detect
432,pilot_6,1,0.500514158102,1,Detect
433,pilot_6,1,0.40132154368,1,Detect
434,pilot_6,0,0.436738847517,1,Detect
435,pilot_6,1,0.415604865248,1,Detect
436,pilot_6,0,0.389906477469,1,Detect
437,pilot_6,1,0.392050701288,1,Detect
438,pilot_6,1,0.390245105104,1,Detect
439,pilot_6,0,0.350553432673,1,Detect
440,pilot_6,1,0.481309800025,1,Detect
441,pilot_6,0,0.448605929004,1,Detect
442,pilot_6,0,0.487232995454,1,Detect
443,pilot_6,1,0.504436996358,1,Detect
444,pilot_6,1,0.519485874721,1,Detect
445,pilot_6,0,0.441706434763,1,Detect
446,pilot_6,0,0.532116683019,1,Detect
447,pilot_6,1,0.489305477949,1,Detect
448,pilot_6,1,0.423542271719,1,Detect
449,pilot_6,1,0.975229768191,1,Detect
450,pilot_6,1,0.425387575528,1,Detect
451,pilot_6,0,0.597782524988,1,Detect
452,pilot_6,1,0.643096810148,1,Detect
453,pilot_6,0,0.54248914222,1,Detect
454,pilot_6,0,0.5502925696,1,Detect
455,pilot_6,0,0.4845768441,1,Detect
456,pilot_6,1,0.488007564164,1,Detect
457,pilot_6,1,0.535404942894,1,Detect
458,pilot_6,1,0.516047289085,1,Detect
459,pilot_6,0,0.74846326764,1,Detect
460,pilot_6,1,0.45630015741,1,Detect
461,pilot_6,0,0.431818765,1,Detect
462,pilot_6,1,0.474596853206,1,Detect
463,pilot_6,0,0.454332859926,1,Detect
464,pilot_6,1,0.45259210231,1,Detect
465,pilot_6,0,0.853102564799,1,Detect
466,pilot_6,0,0.490476024932,1,Detect
467,pilot_6,1,0.609425037411,1,Detect
468,pilot_6,0,0.463818356651,1,Detect
469,pilot_6,0,0.570603296792,1,Detect
470,pilot_6,0,0.504916613844,1,Detect
471,pilot_6,0,0.506545862509,1,Detect
472,pilot_6,0,0.481120993803,1,Detect
473,pilot_6,1,0.456378294675,1,Detect
474,pilot_6,0,0.503908149335,1,Detect
475,pilot_6,1,0.581435489667,1,Detect
476,pilot_6,1,0.530834089915,1,Detect
477,pilot_6,1,0.485446095096,1,Detect
478,pilot_6,0,0.449033274981,1,Detect
479,pilot_6,0,0.602252968913,1,Detect
480,pilot_6,1,0.536878717847,1,Detect
481,pilot_6,0,0.459754747721,1,Detect
482,pilot_6,0,0.368586944123,1,Detect
483,pilot_6,1,0.578590811616,1,Detect
484,pilot_6,1,0.459250512466,1,Detect
485,pilot_6,0,0.486556129471,1,Detect
486,pilot_6,1,0.498041938547,1,Detect
487,pilot_6,1,0.458068637942,1,Detect
488,pilot_6,1,0.434049814002,1,Detect
489,pilot_6,1,0.505963849987,1,Detect
490,pilot_6,1,0.591250896462,1,Detect
491,pilot_6,1,0.492410424726,1,Detect
492,pilot_6,0,0.466943337239,1,Detect
493,pilot_6,1,0.468950927167,1,Detect
494,pilot_6,0,0.489957512636,1,Detect
495,pilot_6,1,0.552128363498,1,Detect
496,pilot_6,1,0.491473536366,1,Detect
497,pilot_6,0,0.442290538442,1,Detect
498,pilot_6,0,0.581954472781,1,Detect
499,pilot_6,0,0.456048711777,1,Detect
500,pilot_6,1,0.457027053745,1,Detect
501,pilot_6,0,0.609566440904,1,Detect
502,pilot_6,0,0.390493910763,1,Detect
503,pilot_6,0,0.452658833681,1,Detect
504,pilot_6,1,0.435036402716,1,Detect
505,pilot_6,1,0.512144538639,1,Detect
506,pilot_6,0,0.514779737838,1,Detect
507,pilot_6,0,0.415150948696,1,Detect
508,pilot_6,1,0.463652869385,1,Detect
509,pilot_6,1,0.436079378547,1,Detect
510,pilot_6,1,0.400468696883,1,Detect
511,pilot_6,0,0.498688468461,1,Detect
512,pilot_6,1,0.4417131067,1,Detect
513,pilot_6,0,0.559300419995,1,Detect
514,pilot_6,0,0.452749948824,1,Detect
515,pilot_6,0,0.46747987619,1,Detect
516,pilot_6,0,0.567274329771,1,Detect
517,pilot_6,0,0.466849384124,1,Detect
518,pilot_6,1,0.448023079312,1,Detect
519,pilot_6,1,0.40122976572,1,Detect
520,pilot_6,0,0.552273748129,1,Detect
521,pilot_6,1,0.434924815766,1,Detect
522,pilot_6,0,0.360632002993,1,Detect
523,pilot_6,1,0.478236181777,1,Detect
524,pilot_6,1,0.456227060098,1,Detect
525,pilot_6,0,0.403424629062,1,Detect
526,pilot_6,0,0.449719281348,1,Detect
527,pilot_6,0,0.465852715504,1,Detect
528,pilot_6,1,0.440868323827,1,Detect
529,pilot_6,0,0.387067028192,1,Detect
530,pilot_6,0,0.370086035661,1,Detect
531,pilot_6,1,0.324802223861,1,Detect
532,pilot_6,0,0.454904936541,1,Detect
533,pilot_6,0,0.455429811602,1,Detect
534,pilot_6,1,0.500833703094,1,Detect
535,pilot_6,0,0.393060992602,1,Detect
536,pilot_6,0,0.440295494042,1,Detect
537,pilot_6,1,0.568804699367,1,Detect
538,pilot_6,1,0.473064446805,1,Detect
539,pilot_6,1,0.544807172403,1,Detect
540,pilot_6,1,0.583997027557,1,Discrim
541,pilot_6,1,0.61428860646,1,Discrim
542,pilot_6,1,0.624959419205,1,Discrim
543,pilot_6,1,0.808424993294,1,Discrim
544,pilot_6,0,0.577613540461,1,Discrim
545,pilot_6,1,0.997415807733,1,Discrim
546,pilot_6,1,0.906429258901,1,Discrim
547,pilot_6,0,0.704340741734,1,Discrim
548,pilot_6,1,0.744990977497,1,Discrim
549,pilot_6,0,0.628593287828,1,Discrim
550,pilot_6,1,1.39755617253,1,Discrim
551,pilot_6,1,0.602346280035,1,Discrim
552,pilot_6,0,0.827561846006,1,Discrim
553,pilot_6,1,0.71259535922,1,Discrim
554,pilot_6,1,0.768831104766,1,Discrim
555,pilot_6,0,0.695360500607,1,Discrim
556,pilot_6,1,0.97658448344,1,Discrim
557,pilot_6,1,0.593532101816,1,Discrim
558,pilot_6,1,0.766354523252,1,Discrim
559,pilot_6,1,0.674788521049,1,Discrim
560,pilot_6,1,0.593626948923,1,Discrim
561,pilot_6,1,0.761543618531,1,Discrim
562,pilot_6,0,0.482006516645,1,Discrim
563,pilot_6,0,0.923250130587,1,Discrim
564,pilot_6,0,0.610653183852,1,Discrim
565,pilot_6,0,0.935119608875,1,Discrim
566,pilot_6,0,0.580436751066,1,Discrim
567,pilot_6,1,0.598113517873,1,Discrim
568,pilot_6,0,0.608057668281,1,Discrim
569,pilot_6,1,1.26627895926,1,Discrim
570,pilot_6,0,1.20538298522,1,Discrim
571,pilot_6,0,0.791237947878,1,Discrim
572,pilot_6,0,0.551881348999,1,Discrim
573,pilot_6,1,0.577609940848,1,Discrim
574,pilot_6,1,0.641188681283,1,Discrim
575,pilot_6,1,0.7959905875,1,Discrim
576,pilot_6,1,0.569975798346,1,Discrim
577,pilot_6,1,0.745039786684,1,Discrim
578,pilot_6,0,0.930067881243,1,Discrim
579,pilot_6,0,0.727176178812,1,Discrim
580,pilot_6,0,0.986602457506,1,Discrim
581,pilot_6,1,0.67405281115,1,Discrim
582,pilot_6,1,0.77005114246,1,Discrim
583,pilot_6,0,0.631479851484,1,Discrim
584,pilot_6,0,0.627792718539,1,Discrim
585,pilot_6,0,1.20491939041,1,Discrim
586,pilot_6,0,0.807581476057,1,Discrim
587,pilot_6,0,0.601546415211,1,Discrim
588,pilot_6,0,0.740836478598,1,Discrim
589,pilot_6,1,1.0446818777,1,Discrim
590,pilot_6,0,0.966949579298,1,Discrim
591,pilot_6,1,0.982231312294,0,Discrim
592,pilot_6,0,1.30330034447,1,Discrim
593,pilot_6,0,0.565369005704,1,Discrim
594,pilot_6,1,0.691310472725,1,Discrim
595,pilot_6,0,1.03130660276,1,Discrim
